transaction_id,event_ts,customer_id,Amount,channel,merchant_category,country,priority_band,alert_priority_score,fraud_probability,anomaly_score,rule_hits,risk_summary,Class
TXN-0157919,2025-01-02 06:43:37,CUST-04634,635.1,e_commerce,digital_goods,France,critical,81.37,0.9984616,0.4968806931359137,1,very high model fraud probability; Large amount versus customer baseline,1
TXN-0020198,2025-01-01 08:34:12,CUST-08954,104.81,mobile_app,digital_goods,Belgium,critical,81.25,0.9995395,0.5577772091157958,2,very high model fraud probability; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0222134,2025-01-02 15:40:40,CUST-00019,144.8,e_commerce,retail,Italy,critical,81.24,0.99997866,0.6460006196011001,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0064462,2025-01-01 14:12:35,CUST-00171,99.99,e_commerce,electronics,Singapore,critical,81.23,0.9999739,0.6857174469872441,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0008846,2025-01-01 03:21:35,CUST-02396,30.39,e_commerce,bill_pay,Germany,critical,81.2,0.9999789,0.8109490457415065,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0044092,2025-01-01 11:36:31,CUST-06409,99.99,e_commerce,travel,France,critical,81.18,0.9996865,0.6839633315913054,1,very high model fraud probability; Rapid repeat transaction pattern,1
TXN-0042960,2025-01-01 11:28:33,CUST-02261,9.99,e_commerce,travel,Turkey,critical,81.17,0.9999906,0.7982583400541212,2,very high model fraud probability; unusual anomaly pattern; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0014198,2025-01-01 07:00:31,CUST-01419,99.99,e_commerce,cash_withdrawal,Portugal,critical,81.13,0.9999765,0.805593796876833,0,very high model fraud probability; unusual anomaly pattern,1
TXN-0263325,2025-01-02 20:41:35,CUST-04224,127.14,e_commerce,electronics,Belgium,critical,81.12,0.9999907,0.654326244728732,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0258403,2025-01-02 20:03:58,CUST-04820,296.0,e_commerce,cash_withdrawal,Netherlands,critical,81.0,0.99881387,0.6850453504176557,0,very high model fraud probability,1
TXN-0010205,2025-01-01 04:23:37,CUST-11136,11.39,e_commerce,cash_withdrawal,UAE,critical,80.96,0.9998318,0.7753957645730415,2,very high model fraud probability; unusual anomaly pattern; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0039182,2025-01-01 11:02:09,CUST-11493,776.83,card_present,retail,Romania,critical,80.94,0.9991742,0.4517142295175219,1,very high model fraud probability; Large amount versus customer baseline,1
TXN-0015541,2025-01-01 07:28:51,CUST-07005,99.99,mobile_app,cash_withdrawal,Italy,critical,80.92,0.9999565,0.7948734216945837,0,very high model fraud probability; unusual anomaly pattern,1
TXN-0075510,2025-01-01 15:34:58,CUST-06109,170.92,e_commerce,digital_goods,Belgium,critical,80.91,0.99999607,0.4864596615921462,2,very high model fraud probability; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0235645,2025-01-02 17:14:39,CUST-04694,122.68,e_commerce,digital_goods,Spain,critical,80.88,0.9999896,0.6461424807407476,1,very high model fraud probability; Large amount versus customer baseline,1
TXN-0167185,2025-01-02 08:55:32,CUST-03641,105.89,e_commerce,electronics,France,critical,80.88,0.99990404,0.6618471275896645,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0154455,2025-01-02 04:13:17,CUST-02192,147.87,e_commerce,cash_withdrawal,Belgium,critical,80.74,0.99985814,0.6192972671635011,1,very high model fraud probability; Large amount versus customer baseline,1
TXN-0151808,2025-01-02 02:44:51,CUST-01312,33.59,card_present,electronics,Netherlands,critical,80.73,0.9997986,0.7770788249680974,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0068069,2025-01-01 14:40:14,CUST-03647,519.9,e_commerce,electronics,Italy,critical,80.72,0.9984652,0.3611154452554689,2,very high model fraud probability; Large amount versus customer baseline; Customer has prior chargeback history,1
TXN-0204068,2025-01-02 13:31:35,CUST-06279,345.0,e_commerce,electronics,France,critical,80.71,0.99999034,0.5255584359839396,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0189701,2025-01-02 11:41:59,CUST-02934,93.35,e_commerce,digital_goods,Spain,critical,80.69,0.99997795,0.6660503026204008,1,very high model fraud probability; Cross-border transaction on elevated merchant/device risk,1
TXN-0128481,2025-01-01 21:52:05,CUST-02405,60.0,e_commerce,electronics,Spain,critical,80.6,0.9999291,0.5837286395992131,2,very high model fraud probability; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0015204,2025-01-01 07:22:36,CUST-03491,99.99,e_commerce,digital_goods,Netherlands,critical,80.55,0.99995613,0.7766904272377523,0,very high model fraud probability; unusual anomaly pattern,1
TXN-0150602,2025-01-02 02:02:22,CUST-07239,1.0,e_commerce,digital_goods,Italy,critical,80.55,0.99998415,0.8273984982784856,3,very high model fraud probability; unusual anomaly pattern; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0030398,2025-01-01 09:58:26,CUST-04409,9.13,e_commerce,electronics,Italy,critical,80.51,0.9999883,0.7740664876169053,2,very high model fraud probability; unusual anomaly pattern; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0192582,2025-01-02 12:02:44,CUST-00902,362.55,atm,electronics,Netherlands,critical,80.45,0.9997838,0.5078701962164649,1,very high model fraud probability; Large amount versus customer baseline,1
TXN-0014212,2025-01-01 07:00:54,CUST-10919,99.99,card_present,travel,Portugal,critical,80.36,0.99966013,0.7680527913473033,0,very high model fraud probability; unusual anomaly pattern,1
TXN-0116403,2025-01-01 20:37:42,CUST-10739,311.28,e_commerce,travel,France,critical,80.31,0.9998785,0.5173925274118008,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0043061,2025-01-01 11:29:13,CUST-07118,34.12,card_present,travel,Poland,critical,80.28,0.9999914,0.7526210493378785,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0151463,2025-01-02 02:32:39,CUST-09730,1.63,e_commerce,digital_goods,France,critical,80.24,0.99997723,0.9072217131772925,2,very high model fraud probability; unusual anomaly pattern; Cross-border transaction on elevated merchant/device risk; Night-time digital purchase with elevated device risk,1
TXN-0042012,2025-01-01 11:21:59,CUST-06313,112.33,e_commerce,digital_goods,Italy,critical,80.18,0.9999937,0.6203808664967921,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0150716,2025-01-02 02:06:05,CUST-06960,11.4,e_commerce,bill_pay,Italy,critical,80.05,0.99999404,0.853928587754723,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0152223,2025-01-02 02:58:41,CUST-06394,8.64,atm,digital_goods,Portugal,critical,80.02,0.9999726,0.8799808018508882,1,very high model fraud probability; unusual anomaly pattern; Night-time digital purchase with elevated device risk,1
TXN-0015452,2025-01-01 07:27:13,CUST-06541,99.99,e_commerce,travel,Netherlands,high,79.99,0.99993646,0.748545255079775,0,very high model fraud probability,1
TXN-0223579,2025-01-02 15:50:38,CUST-06757,8.9,e_commerce,bill_pay,UAE,high,79.99,0.99993134,0.7509167196328711,2,very high model fraud probability; unusual anomaly pattern; Rapid repeat transaction pattern; Customer has prior chargeback history,1
TXN-0043773,2025-01-01 11:34:06,CUST-08104,172.32,e_commerce,digital_goods,Poland,high,79.98,0.9999949,0.5644737819632517,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0218443,2025-01-02 15:15:20,CUST-09020,195.66,e_commerce,retail,Belgium,high,79.94,0.9996774,0.6742731269851961,0,very high model fraud probability,1
TXN-0150926,2025-01-02 02:09:01,CUST-04948,45.48,e_commerce,bill_pay,Spain,high,79.91,0.99997425,0.8289494557780562,0,very high model fraud probability; unusual anomaly pattern,1
TXN-0031002,2025-01-01 10:02:50,CUST-00418,111.7,card_present,bill_pay,Spain,high,79.9,0.99989784,0.7322112763998772,0,very high model fraud probability,1
TXN-0080761,2025-01-01 16:17:22,CUST-05355,113.92,e_commerce,bill_pay,Italy,high,79.7,0.99999094,0.5948314481924537,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0154685,2025-01-02 04:29:32,CUST-11498,0.01,e_commerce,retail,Spain,high,79.67,0.999723,0.9833421097633435,2,very high model fraud probability; unusual anomaly pattern; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0154697,2025-01-02 04:30:25,CUST-03796,7.59,e_commerce,travel,Netherlands,high,79.54,0.99997807,0.7436769763514668,2,very high model fraud probability; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0214665,2025-01-02 14:49:27,CUST-09726,120.54,mobile_app,digital_goods,France,high,79.53,0.9999839,0.5805542648134282,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0208653,2025-01-02 14:06:51,CUST-10436,39.45,e_commerce,digital_goods,France,high,79.46,0.99997973,0.5712411300405469,2,very high model fraud probability; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0009252,2025-01-01 03:42:03,CUST-00418,1.0,e_commerce,electronics,France,high,79.42,0.99998903,0.8956656391507181,2,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0006775,2025-01-01 02:22:08,CUST-07661,1.0,e_commerce,digital_goods,Romania,high,79.36,0.9999902,0.7676028993589415,3,very high model fraud probability; unusual anomaly pattern; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0151008,2025-01-02 02:12:42,CUST-09541,1.0,e_commerce,digital_goods,Netherlands,high,79.36,0.99998283,0.8928958469317008,2,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0008616,2025-01-01 03:13:49,CUST-02859,1.0,mobile_app,travel,UAE,high,79.34,0.99998593,0.8919431616609731,2,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0122480,2025-01-01 21:16:15,CUST-02146,219.8,e_commerce,bill_pay,Italy,high,79.28,0.9996803,0.6288921165719905,0,very high model fraud probability,1
TXN-0150646,2025-01-02 02:03:43,CUST-10488,75.86,e_commerce,cash_withdrawal,Italy,high,79.24,0.9995752,0.7417943638256883,0,very high model fraud probability,1
TXN-0243546,2025-01-02 18:12:52,CUST-05580,57.73,e_commerce,grocery,Spain,high,79.23,0.99995506,0.6444444655489651,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0190369,2025-01-02 11:46:43,CUST-00338,175.9,e_commerce,travel,Italy,high,79.18,0.99998903,0.522205937816754,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0042551,2025-01-01 11:25:47,CUST-01534,88.23,e_commerce,bill_pay,Portugal,high,79.18,0.9995431,0.7223939280091272,0,very high model fraud probability,1
TXN-0042696,2025-01-01 11:26:43,CUST-02143,88.23,e_commerce,digital_goods,Netherlands,high,79.17,0.99996805,0.7211527850632753,0,very high model fraud probability,1
TXN-0027742,2025-01-01 09:38:04,CUST-08281,125.3,e_commerce,digital_goods,Poland,high,79.15,0.99998987,0.5571692844285563,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0142406,2025-01-01 23:31:34,CUST-05643,12.31,e_commerce,cash_withdrawal,Romania,high,79.13,0.9999945,0.6755092024534565,2,very high model fraud probability; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0154588,2025-01-02 04:21:54,CUST-01538,0.0,mobile_app,digital_goods,Portugal,high,79.13,0.99984396,0.9570778017133507,2,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0047802,2025-01-01 12:02:49,CUST-03116,88.0,atm,bill_pay,Italy,high,79.11,0.9998203,0.5936151743606479,1,very high model fraud probability; Large amount versus customer baseline,1
TXN-0153836,2025-01-02 03:51:38,CUST-09253,1.0,e_commerce,travel,Portugal,high,79.08,0.9999918,0.8787360739129872,2,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0074507,2025-01-01 15:26:58,CUST-07984,130.44,e_commerce,digital_goods,Italy,high,79.01,0.9999746,0.671056666392857,0,very high model fraud probability,1
TXN-0047000,2025-01-01 11:57:08,CUST-01355,204.27,card_present,grocery,France,high,78.93,0.99992704,0.49383142952612125,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0151731,2025-01-02 02:42:15,CUST-00151,18.96,e_commerce,retail,France,high,78.76,0.9998826,0.7382474744668179,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0150685,2025-01-02 02:04:48,CUST-03650,1.0,e_commerce,electronics,Poland,high,78.72,0.9999838,0.8610215853708172,2,very high model fraud probability; unusual anomaly pattern; Cross-border transaction on elevated merchant/device risk; Night-time digital purchase with elevated device risk,1
TXN-0149522,2025-01-02 01:23:27,CUST-00185,52.69,e_commerce,travel,Italy,high,78.7,0.9999629,0.6277394654045858,1,very high model fraud probability; Night-time digital purchase with elevated device risk,1
TXN-0102447,2025-01-01 18:56:47,CUST-06244,1.0,e_commerce,retail,Belgium,high,78.7,0.9999945,0.8599438847023161,2,very high model fraud probability; unusual anomaly pattern; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0151009,2025-01-02 02:12:42,CUST-00597,1.0,e_commerce,digital_goods,Poland,high,78.68,0.99999166,0.858911909031506,2,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0010802,2025-01-01 05:06:39,CUST-03297,1.0,e_commerce,digital_goods,France,high,78.61,0.99998295,0.8551251670740733,2,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0006905,2025-01-01 02:28:06,CUST-10376,1.0,e_commerce,digital_goods,Poland,high,78.58,0.99999475,0.7289863074649587,3,very high model fraud probability; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0261925,2025-01-02 20:30:43,CUST-08220,156.0,e_commerce,cash_withdrawal,Romania,high,78.56,0.9999888,0.504207481072414,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0204504,2025-01-02 13:35:14,CUST-02992,84.28,e_commerce,grocery,France,high,78.54,0.9999596,0.5693396974071162,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0006109,2025-01-01 01:56:26,CUST-00621,59.0,mobile_app,cash_withdrawal,Netherlands,high,78.51,0.99998236,0.6058931719259832,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0102443,2025-01-01 18:56:47,CUST-00646,1.0,e_commerce,travel,Singapore,high,78.51,0.9999932,0.8503142257525678,2,very high model fraud probability; unusual anomaly pattern; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0006718,2025-01-01 02:20:08,CUST-01876,1.0,card_present,digital_goods,UAE,high,78.5,0.9999869,0.7248159979074804,3,very high model fraud probability; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0011881,2025-01-01 05:40:51,CUST-06557,1.0,e_commerce,electronics,Italy,high,78.47,0.9999876,0.8484652660962695,2,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0030316,2025-01-01 09:57:46,CUST-06867,7.61,e_commerce,digital_goods,Romania,high,78.42,0.9999814,0.6870936587627778,2,very high model fraud probability; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0011344,2025-01-01 05:29:22,CUST-08398,1.0,e_commerce,electronics,Poland,high,78.39,0.99998474,0.8444849499718085,2,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0009035,2025-01-01 03:29:57,CUST-03710,1.0,mobile_app,digital_goods,Italy,high,78.37,0.99998903,0.8430664887502133,2,very high model fraud probability; unusual anomaly pattern; Cross-border transaction on elevated merchant/device risk; Night-time digital purchase with elevated device risk,1
TXN-0150688,2025-01-02 02:04:57,CUST-00606,1.0,e_commerce,electronics,Netherlands,high,78.37,0.9999864,0.84322967223381,2,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0030473,2025-01-01 09:59:02,CUST-06687,14.46,e_commerce,electronics,Turkey,high,78.33,0.9999676,0.7442084119360357,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0030101,2025-01-01 09:56:11,CUST-03271,60.6,atm,digital_goods,Germany,high,78.28,0.99996173,0.5919468139176925,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0030493,2025-01-01 09:59:13,CUST-03613,111.7,mobile_app,electronics,Italy,high,78.17,0.9995639,0.6464857031580493,0,very high model fraud probability,1
TXN-0042634,2025-01-01 11:26:21,CUST-11252,11.38,mobile_app,digital_goods,Poland,high,78.15,0.9999851,0.7594450588773596,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0012109,2025-01-01 05:50:46,CUST-05993,1.0,e_commerce,digital_goods,Netherlands,high,77.98,0.99997556,0.8239945499858488,2,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0086156,2025-01-01 16:58:28,CUST-05604,101.5,e_commerce,electronics,Poland,high,77.94,0.9999542,0.519403382916955,1,very high model fraud probability; Cross-border transaction on elevated merchant/device risk,1
TXN-0081188,2025-01-01 16:20:22,CUST-08930,45.64,atm,electronics,France,high,77.94,0.9999883,0.6050455887772217,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0151519,2025-01-02 02:33:48,CUST-09926,1.63,e_commerce,digital_goods,Poland,high,77.92,0.9999844,0.9162567044538305,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0042609,2025-01-01 11:26:10,CUST-07733,83.38,card_present,digital_goods,Germany,high,77.89,0.9999057,0.6631842360829573,0,very high model fraud probability,1
TXN-0041940,2025-01-01 11:21:32,CUST-05705,0.76,e_commerce,electronics,France,high,77.83,0.99997985,0.8303843828275266,2,very high model fraud probability; unusual anomaly pattern; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0096791,2025-01-01 18:18:56,CUST-01172,101.5,e_commerce,electronics,France,high,77.75,0.99983704,0.5103116322393879,1,very high model fraud probability; Rapid repeat transaction pattern,1
TXN-0154233,2025-01-02 04:02:04,CUST-11476,1.0,mobile_app,grocery,Germany,high,77.64,0.9997868,0.9322735767997243,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0154634,2025-01-02 04:25:18,CUST-10262,22.04,mobile_app,electronics,Poland,high,77.62,0.9998685,0.5408563952687946,2,very high model fraud probability; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0151012,2025-01-02 02:12:44,CUST-05668,1.0,mobile_app,grocery,Spain,high,77.55,0.99998546,0.927328107422523,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0042591,2025-01-01 11:26:04,CUST-04701,5.3,e_commerce,retail,Romania,high,77.26,0.99997616,0.7880600279839081,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0262561,2025-01-02 20:35:37,CUST-00614,4.69,e_commerce,electronics,Italy,high,77.24,0.9999907,0.6733763355733541,2,very high model fraud probability; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0116140,2025-01-01 20:35:59,CUST-11991,76.94,mobile_app,digital_goods,France,high,77.19,0.99995816,0.5115825583771001,1,very high model fraud probability; Cross-border transaction on elevated merchant/device risk,1
TXN-0191546,2025-01-02 11:55:08,CUST-00246,80.9,mobile_app,retail,Italy,high,77.09,0.99997175,0.5011509877931495,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0042698,2025-01-01 11:26:44,CUST-08872,30.26,atm,digital_goods,Germany,high,77.08,0.9999721,0.7302034206209768,0,very high model fraud probability,1
TXN-0184380,2025-01-02 11:03:39,CUST-09766,25.0,e_commerce,electronics,Singapore,high,77.07,0.9998547,0.5000927520240575,2,very high model fraud probability; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0163588,2025-01-02 08:14:27,CUST-05386,65.0,e_commerce,digital_goods,Portugal,high,77.05,0.9999548,0.5227322428470385,1,very high model fraud probability; Cross-border transaction on elevated merchant/device risk,1
TXN-0151007,2025-01-02 02:12:42,CUST-09254,1.0,e_commerce,digital_goods,Spain,high,77.05,0.99997723,0.9021498958288173,1,very high model fraud probability; unusual anomaly pattern; Night-time digital purchase with elevated device risk,1
TXN-0058423,2025-01-01 13:26:20,CUST-00048,208.58,mobile_app,travel,France,high,77.04,0.99846435,0.4009852455572556,1,very high model fraud probability; Large amount versus customer baseline,1
TXN-0142558,2025-01-01 23:33:09,CUST-02658,354.33,mobile_app,cash_withdrawal,Turkey,high,77.0,0.9978818,0.3431307070629636,1,very high model fraud probability; Large amount versus customer baseline,1
TXN-0154694,2025-01-02 04:30:19,CUST-03845,1.0,e_commerce,travel,Poland,high,76.92,0.9999894,0.7708327173679457,2,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0280151,2025-01-02 23:02:31,CUST-03135,77.89,e_commerce,electronics,Belgium,high,76.81,0.9998783,0.4918290563224468,1,very high model fraud probability; Cross-border transaction on elevated merchant/device risk,1
TXN-0151104,2025-01-02 02:17:05,CUST-09722,33.76,mobile_app,digital_goods,Singapore,high,76.7,0.99873096,0.4534486587103052,2,very high model fraud probability; Cross-border transaction on elevated merchant/device risk; Night-time digital purchase with elevated device risk,1
TXN-0010569,2025-01-01 04:52:00,CUST-10604,1.0,mobile_app,retail,Italy,high,76.68,0.9999918,0.8839490316753761,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0006428,2025-01-01 02:06:50,CUST-04115,1.0,e_commerce,electronics,Spain,high,76.67,0.99999356,0.7581834402582684,2,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0157872,2025-01-02 06:42:32,CUST-02746,80.22,e_commerce,travel,Belgium,high,76.66,0.99993646,0.6055882387955638,0,very high model fraud probability,1
TXN-0144755,2025-01-01 23:59:36,CUST-01597,323.77,e_commerce,digital_goods,Germany,high,76.63,0.9990238,0.45643720792801307,0,very high model fraud probability,1
TXN-0249608,2025-01-02 18:54:53,CUST-07240,35.0,e_commerce,grocery,Italy,high,76.63,0.9990606,0.5698880030452144,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0244003,2025-01-02 18:16:05,CUST-07735,1.0,mobile_app,digital_goods,Belgium,high,76.47,0.99999297,0.7484458029906687,2,very high model fraud probability; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0149870,2025-01-02 01:34:52,CUST-08190,18.0,atm,electronics,Spain,high,76.44,0.99940026,0.6288675283663143,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0239499,2025-01-02 17:42:18,CUST-01032,50.0,card_present,retail,Spain,high,76.34,0.9998385,0.5154159754115191,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0008295,2025-01-01 03:04:40,CUST-04641,1.0,atm,cash_withdrawal,France,high,76.27,0.99985874,0.8638280131951148,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0008335,2025-01-01 03:05:31,CUST-11484,1.0,mobile_app,retail,Germany,high,76.27,0.9999728,0.8632628226647598,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0009180,2025-01-01 03:38:46,CUST-02820,1.0,e_commerce,cash_withdrawal,Germany,high,76.21,0.9999713,0.8601916939135699,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0030388,2025-01-01 09:58:19,CUST-10367,1.0,e_commerce,cash_withdrawal,Germany,high,76.19,0.99998987,0.7341538455481625,2,very high model fraud probability; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0009510,2025-01-01 03:55:52,CUST-05610,1.0,e_commerce,cash_withdrawal,Spain,high,76.17,0.9999927,0.8580442793675723,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0251905,2025-01-02 19:12:34,CUST-02130,94.82,mobile_app,travel,Germany,high,76.15,0.9984028,0.5663467080965547,0,very high model fraud probability,1
TXN-0079885,2025-01-01 16:10:22,CUST-01015,270.0,mobile_app,digital_goods,Germany,high,76.14,0.999949,0.4490313720741201,0,very high model fraud probability,1
TXN-0114272,2025-01-01 20:23:28,CUST-00042,16.48,mobile_app,digital_goods,Romania,high,76.14,0.9999913,0.49657540665623723,2,very high model fraud probability; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0154372,2025-01-02 04:08:33,CUST-03773,2.28,mobile_app,grocery,Italy,high,76.14,0.99991643,0.9284209897356859,0,very high model fraud probability; unusual anomaly pattern,1
TXN-0012370,2025-01-01 06:01:02,CUST-06667,1.0,e_commerce,bill_pay,Germany,high,76.12,0.99994254,0.8557276840263166,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0154719,2025-01-02 04:31:09,CUST-01876,0.0,mobile_app,digital_goods,UAE,high,76.05,0.9999865,0.8026561129038893,2,very high model fraud probability; unusual anomaly pattern; Cross-border transaction on elevated merchant/device risk; Night-time digital purchase with elevated device risk,1
TXN-0006871,2025-01-01 02:25:57,CUST-10963,1.0,e_commerce,electronics,UAE,high,76.02,0.9999896,0.7256622878379811,2,very high model fraud probability; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0011842,2025-01-01 05:38:52,CUST-02716,1.0,e_commerce,retail,France,high,76.01,0.9999093,0.8504090982324838,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0041572,2025-01-01 11:19:02,CUST-02004,1.0,e_commerce,electronics,Portugal,high,76.01,0.99996305,0.6001688710842019,3,very high model fraud probability; Rapid repeat transaction pattern; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0189588,2025-01-02 11:41:11,CUST-09984,67.9,mobile_app,cash_withdrawal,Belgium,high,75.79,0.99983346,0.45561091288761224,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0268378,2025-01-02 21:19:41,CUST-09844,39.98,atm,digital_goods,Netherlands,high,75.78,0.9809552,0.5634613801118558,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0012262,2025-01-01 05:56:59,CUST-06949,1.0,atm,electronics,Singapore,high,75.77,0.9999764,0.8381879673643022,1,very high model fraud probability; unusual anomaly pattern; Night-time digital purchase with elevated device risk,1
TXN-0018810,2025-01-01 08:16:25,CUST-11650,30.3,e_commerce,digital_goods,Netherlands,high,75.66,0.99990904,0.5346136364487106,1,very high model fraud probability; Cross-border transaction on elevated merchant/device risk,1
TXN-0006821,2025-01-01 02:23:34,CUST-04829,1.0,e_commerce,digital_goods,Belgium,high,75.66,0.9999889,0.7077870305227313,2,very high model fraud probability; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0149359,2025-01-02 01:17:55,CUST-05889,38.76,mobile_app,cash_withdrawal,Portugal,high,75.56,0.999642,0.5039793178077748,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0249965,2025-01-02 18:57:37,CUST-06285,0.77,e_commerce,retail,Netherlands,high,75.53,0.99999225,0.7146492717852109,2,very high model fraud probability; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
